,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind Speed
357,Ledyard Center,100,US,1644773114,85,41.4398,-72.0142,31.86,8.05
358,Motygino,12,RU,1644773115,95,58.1831,94.7592,-7.26,6.17
359,Ayan,6,RU,1644773115,84,56.45,138.1667,-9.15,6.6
360,Dalvik,27,IS,1644773115,54,65.9702,-18.5286,-0.47,6.67
361,Coos Bay,75,US,1644773116,93,43.3665,-124.2179,39.18,4.61
362,Río Cauto,1,CU,1644773116,47,20.5603,-76.9161,87.06,0.92
363,Puerto Nariño,100,CO,1644773116,85,-3.7703,-70.3831,76.95,3.27
364,Borba,94,BR,1644773117,89,-4.3878,-59.5939,81.3,3.78
365,San Benito Abad,20,CO,1644773117,49,8.929,-75.0271,91.81,2.8
366,Ongandjera,100,NA,1644773117,67,-17.8833,15.0667,74.03,6.4
367,Iskateley,64,RU,1644773118,98,67.6803,53.1512,0.48,8.43
368,Mbandaka,87,CD,1644773118,44,0.0487,18.2603,84.87,3.36
369,Ahipara,30,NZ,1644772881,63,-35.1667,173.1667,63.79,8.63
370,Anchorage,100,US,1644772860,93,61.2181,-149.9003,31.91,6.91
371,Nouadhibou,85,MR,1644773119,64,20.931,-17.0347,71.58,17.27
372,Gladstone,34,AU,1644773119,68,-23.85,151.25,73.33,9.22
373,Touros,12,BR,1644773119,61,-5.1989,-35.4608,88.7,12.55
374,College,100,US,1644773120,83,64.8569,-147.8028,7.9,0.0
375,Povenets,100,RU,1644773120,96,62.8487,34.8262,27.36,14.32
376,Broome,100,US,1644772933,60,42.2506,-75.833,24.62,9.22
377,Gympie,49,AU,1644773120,94,-26.1898,152.665,67.32,4.63
378,Hammerfest,75,NO,1644773121,79,70.6634,23.6821,19.85,9.22
379,Port Hardy,75,CA,1644773121,93,50.6996,-127.4199,42.76,2.3
380,Lázaro Cárdenas,49,MX,1644773121,31,17.9583,-102.2,88.18,1.99
381,Joppatowne,100,US,1644773122,86,39.4579,-76.3552,34.61,5.75
382,Morant Bay,4,JM,1644773122,63,17.8815,-76.4093,85.62,12.57
383,Menongue,98,AO,1644773122,73,-14.6585,17.691,68.52,3.94
384,Tura,0,IN,1644773123,66,25.5198,90.2201,56.5,4.21
385,Aykhal,5,RU,1644773123,55,66.0,111.5,-7.96,1.12
386,Dholka,0,IN,1644773123,25,22.7167,72.4667,66.58,8.3
387,Noumea,98,NC,1644773124,99,-22.2763,166.4572,81.0,5.5
388,Dunedin,49,NZ,1644772965,80,-45.8742,170.5036,52.81,1.99
389,Seoul,0,KR,1644772873,80,37.5683,126.9778,33.24,3.44
390,Flin Flon,100,CA,1644773124,78,54.7682,-101.865,1.24,3.44
391,Makakilo City,0,US,1644772857,83,21.3469,-158.0858,71.92,5.75
392,Amapá,96,BR,1644772925,73,1.0,-52.0,82.26,3.8
393,Burnie,76,AU,1644773124,93,-41.0667,145.9167,59.94,5.82
394,Hede,19,CN,1644773125,80,33.7681,120.2517,37.35,2.44
395,Vila Franca do Campo,97,PT,1644773125,65,37.7167,-25.4333,64.2,6.51
396,Grindavik,75,IS,1644773125,93,63.8424,-22.4338,28.87,6.91
397,Rincon,100,US,1644773126,58,32.296,-81.2354,62.56,12.66
398,Burley,0,US,1644772914,68,42.5357,-113.7928,29.3,5.75
399,Ilhabela,24,BR,1644773126,79,-23.7781,-45.3581,78.55,5.39
400,Asilah,26,MA,1644772883,60,35.465,-6.0348,64.36,6.89
401,Sambava,26,MG,1644773127,84,-14.2667,50.1667,78.01,3.24
402,Ljungby,100,SE,1644773127,81,56.8332,13.9408,37.81,11.01
403,Zabaykal'sk,56,RU,1644773127,100,49.6333,117.3167,-20.81,4.38
404,Melfi,92,IT,1644773128,73,40.9965,15.6514,48.4,2.93
405,Umluj,0,SA,1644773128,53,25.0213,37.2685,70.97,2.77
406,Suntar,100,RU,1644773128,98,62.1444,117.6319,-11.76,0.74
407,Ketchikan,100,US,1644772904,100,55.3422,-131.6461,39.18,0.0
408,Wuwei,96,CN,1644773129,69,37.9281,102.6414,25.21,3.85
409,Pontianak,40,ID,1644773129,88,-0.0333,109.3333,78.78,0.0
410,Mossamedes,100,AO,1644773129,73,-15.1961,12.1522,77.07,7.65
411,Stromness,100,GB,1644773130,87,58.965,-3.296,41.25,6.46
412,Hope,1,US,1644773130,31,33.6671,-93.5916,44.98,9.15
413,Il’inskiy,0,RU,1644773130,74,55.619,38.1182,30.78,4.47
414,Rubio,83,VE,1644773131,40,7.7013,-72.3557,77.85,4.76
415,Kalamare,1,BW,1644773131,27,-22.9337,26.5703,79.99,6.82
416,Chulakivka,8,UA,1644773131,53,46.3576,32.3514,32.9,6.49
417,Itapicuru,100,BR,1644773131,33,-11.3167,-38.2333,95.7,10.63
418,Neepawa,100,CA,1644773132,95,50.2289,-99.4664,1.8,14.63
419,Lindås,100,NO,1644773132,93,60.7381,5.16,44.78,10.58
420,Kavaratti,5,IN,1644773132,68,10.5669,72.642,81.27,5.17
421,Makuyuni,100,TZ,1644773133,73,-4.7333,38.1,78.19,3.4
422,Atherton,100,GB,1644773133,91,53.5237,-2.4935,51.3,5.99
423,Rabo de Peixe,20,PT,1644773133,78,37.8,-25.5833,63.28,12.66
424,São Filipe,26,CV,1644773134,55,14.8961,-24.4956,76.95,13.6
425,Pālampur,22,IN,1644773134,56,32.1167,76.5333,45.48,5.55
426,Huarmey,26,PE,1644773134,68,-10.0681,-78.1522,77.5,10.22
427,Lucea,5,JM,1644773135,63,18.451,-78.1736,82.26,11.9
428,Puerto El Triunfo,8,SV,1644773135,50,13.2833,-88.55,92.26,7.78
429,Saint-Prosper,37,CA,1644773135,69,46.2117,-70.4811,9.68,2.35
430,Terrenate,100,MX,1644773136,87,19.4833,-97.9167,53.46,8.1
431,Gizo Government Station,48,SB,1644773109,77,-8.103,156.8419,81.27,4.61
432,Waitati,41,NZ,1644773136,80,-45.75,170.5667,52.81,3.53
433,Sovetskiy,58,RU,1644773136,100,61.3614,63.5842,-12.91,2.42
434,Lālmohan,2,BD,1644773137,54,22.3384,90.7419,67.1,10.29
435,Kindu,76,CD,1644773137,95,-2.95,25.95,72.57,1.59
436,Shache,0,CN,1644773137,40,38.4167,77.2406,37.06,6.8
437,Mehamn,0,NO,1644773137,79,71.0357,27.8492,21.38,18.41
438,Jaraguá,96,BR,1644773138,86,-15.7569,-49.3344,80.82,8.46
439,Usinsk,99,RU,1644773138,95,65.9939,57.5281,11.68,11.16
440,Maniitsoq,100,GL,1644773138,94,65.4167,-52.9,6.94,20.89
441,Santoña,100,ES,1644773139,63,43.4439,-3.4576,64.71,9.1
442,Marsh Harbour,100,BS,1644773139,77,26.5412,-77.0636,76.48,19.3
443,Qingyuan,87,CN,1644773140,88,23.7,113.0333,51.78,5.41
444,Kérouané,51,GN,1644773140,9,9.2667,-9.0167,93.27,5.37
445,Suez,0,EG,1644773140,66,29.9737,32.5263,60.19,14.5
446,Río Gallegos,20,AR,1644773103,25,-51.6226,-69.2181,60.85,50.64
447,Protección,59,HN,1644773141,85,15.0333,-88.65,71.67,6.46
448,Salisbury,75,GB,1644773141,94,51.0693,-1.7957,51.69,24.16
449,Asău,100,RO,1644773141,77,46.4333,26.4,31.95,2.71
450,Puerto Escondido,75,MX,1644773142,74,15.85,-97.0667,83.23,5.75
451,Dukat,31,RU,1644773142,100,62.55,155.55,-28.23,3.4
452,Hobyo,39,SO,1644773142,70,5.3505,48.5268,77.38,14.27
453,San Patricio,0,US,1644773143,24,28.017,-97.5169,57.18,8.25
454,Llanes,100,ES,1644773143,75,43.4198,-4.7549,58.26,8.37
455,Vanimo,59,PG,1644773143,88,-2.6741,141.3028,77.63,6.64
456,Murchison,100,NZ,1644773144,99,-41.8,172.3333,48.07,2.46
457,Brigantine,100,US,1644773144,80,39.4101,-74.3646,39.99,8.05
458,Songjianghe,100,CN,1644773144,90,42.1859,127.479,11.64,1.41
459,Anadyr,0,RU,1644773145,75,64.75,177.4833,-28.7,4.47
460,San Juan,0,AR,1644772618,28,-31.5375,-68.5364,82.22,5.57
461,Kudahuvadhoo,77,MV,1644773145,75,2.6708,72.8944,81.79,9.64
462,Saurimo,94,AO,1644772881,87,-9.6608,20.3916,68.54,2.08
463,Óbidos,95,BR,1644773146,66,-1.9175,-55.5181,85.05,5.06
464,Mokrousovo,59,RU,1644773146,99,55.8103,66.7653,0.81,4.72
465,Sorong,100,ID,1644773146,82,-0.8833,131.25,78.58,3.67
466,Bulolo,100,PG,1644773146,98,-7.2,146.65,70.02,0.6
467,Helong,100,CN,1644773147,58,42.5397,128.9972,14.02,2.17
468,Salina,0,US,1644773042,48,38.8403,-97.6114,34.18,4.61
469,Booué,98,GA,1644773147,67,-0.0921,11.9385,82.67,5.66
470,Dicabisagan,94,PH,1644773147,88,17.0818,122.4157,75.4,7.4
471,Ryōtsu-minato,100,JP,1644773148,67,38.0833,138.4333,37.65,11.01
472,Bertoua,92,CM,1644773148,19,4.5833,13.6833,85.55,1.61
473,Zhireken,96,RU,1644773148,98,52.8249,117.3076,-13.38,2.8
474,Shāhgarh,0,IN,1644773149,32,24.3167,79.1333,60.12,5.3
475,Erzin,76,TR,1644773149,74,36.9559,36.2,54.32,2.62
476,Taoudenni,0,ML,1644773149,16,22.6783,-3.9836,74.07,15.26
477,Baie-Saint-Paul,5,CA,1644773150,74,47.4411,-70.4986,9.09,8.99
478,Icatu,73,BR,1644773150,82,-2.7758,-44.0658,75.63,11.36
479,Ascension,0,US,1644773150,37,30.2169,-90.9001,49.1,9.22
480,Tezu,0,IN,1644773151,50,27.9167,96.1667,55.08,4.88
481,Wittlich,0,DE,1644773151,58,49.9833,6.8833,47.05,11.5
482,Evensk,27,RU,1644773151,74,61.95,159.2333,-6.68,8.97
483,Lakatoro,100,VU,1644773152,82,-16.0999,167.4164,79.81,7.96
484,Dzaoudzi,20,YT,1644773152,89,-12.7887,45.2699,78.69,3.44
485,Sisimiut,100,GL,1644773152,75,66.9395,-53.6735,16.16,16.17
486,Linden,94,GY,1644773012,69,6.0,-58.3,82.54,5.91
487,Ereymentau,98,KZ,1644773152,99,51.6199,73.1033,11.25,4.41
488,Nobeoka,100,JP,1644773153,90,32.5833,131.6667,44.76,11.7
489,Mopipi,5,BW,1644773153,28,-21.1833,24.8833,84.52,6.71
490,Wanaka,0,NZ,1644773153,85,-44.7,169.15,45.1,1.99
491,Nelson Bay,41,AU,1644772918,71,-32.7167,152.15,65.95,10.09
492,Oriximiná,91,BR,1644773154,56,-1.7656,-55.8661,88.41,5.57
493,Nkowakowa,4,ZA,1644773154,40,-23.8878,30.2871,75.25,2.91
494,Philadelphia,100,US,1644772988,91,39.9523,-75.1638,35.49,8.05
495,Yaan,18,NG,1644773155,8,7.3833,8.5667,97.45,5.48
496,Nchelenge,94,ZM,1644773155,84,-9.3451,28.734,71.11,2.73
497,Magdagachi,98,RU,1644773155,91,53.45,125.8,-2.58,3.51
498,Xinyang,35,CN,1644773156,78,32.1228,114.0656,40.71,3.69
499,Codrington,69,AU,1644773156,95,-38.2667,141.9667,60.03,4.74
500,Marawi,94,PH,1644773156,91,7.9986,124.2928,64.65,2.24
501,Timberlake,100,US,1644773156,93,37.3207,-79.2575,37.26,4.61
502,Bagamoyo,91,TZ,1644773157,84,-6.4333,38.9,78.76,8.25
503,Srednekolymsk,16,RU,1644773157,99,67.45,153.6833,-32.33,6.15
504,Novo Aripuanã,76,BR,1644773157,88,-5.1206,-60.3797,82.02,2.77
505,Dourbali,6,TD,1644773158,10,11.8091,15.8632,85.73,8.34
506,Gohānd,0,IN,1644773158,45,25.7,79.55,59.27,7.45
507,Washington,24,US,1644772861,74,47.5001,-120.5015,32.79,2.35
508,Santa Catarina de Tepehuanes,99,MX,1644773158,35,25.35,-105.7333,48.54,4.56
509,Chimbote,14,PE,1644773159,64,-9.0853,-78.5783,77.81,9.98
510,Fare,100,PF,1644773159,75,-16.7,-151.0167,80.53,14.34
511,Orlik,100,RU,1644773159,98,52.5178,99.825,-14.33,1.57
512,Yola,66,NG,1644773160,10,9.2,12.4833,91.15,4.41
513,Saint-Leu,38,RE,1644773160,83,-21.15,55.2833,79.66,6.33
514,Pascagoula,0,US,1644773160,40,30.3658,-88.5561,50.04,11.5
515,Thinadhoo,76,MV,1644773161,75,0.5333,72.9333,82.33,10.8
516,Creston,20,US,1644773161,52,41.0586,-94.3614,18.54,16.11
517,Greiz,3,DE,1644773161,75,50.65,12.2,42.94,1.99
518,Cândido Mendes,95,BR,1644773162,79,-1.4467,-45.7167,82.04,6.69
519,San Quintín,46,MX,1644773162,19,30.4833,-115.95,73.15,0.69
520,Merrill,0,US,1644772820,49,45.1805,-89.6835,9.37,4.61
521,Kiryat Gat,0,IL,1644773043,100,31.61,34.7642,58.41,4.65
522,Krivosheino,86,RU,1644773162,95,57.3431,83.9261,6.73,9.71
523,Huilong,100,CN,1644773163,81,31.8111,121.655,44.04,8.23
524,Tiruchchendur,100,IN,1644773163,75,8.4833,78.1167,79.52,14.81
525,Manado,40,ID,1644773163,100,1.487,124.8455,74.17,1.14
526,Erenhot,11,CN,1644773164,90,43.6475,111.9767,-4.92,6.11
527,Xining,1,CN,1644772919,69,36.6167,101.7667,12.43,0.25
528,Honningsvåg,100,NO,1644773164,86,70.9821,25.9704,20.95,13.8
529,Akureyri,0,IS,1644773165,78,65.6835,-18.0878,-0.47,5.75
530,Walvis Bay,12,NA,1644773165,65,-22.9575,14.5053,77.95,10.36
531,Verkhnyaya Inta,99,RU,1644773165,83,65.9811,60.3094,6.28,7.36
532,Ixtapa,75,MX,1644773166,50,20.7,-105.2,76.23,5.75
533,Nabire,100,ID,1644772972,93,-3.3667,135.4833,75.4,3.44
534,Adrar,33,MR,1644773166,12,20.5022,-10.0711,76.42,12.53
535,Kelvington,100,CA,1644773166,88,52.1667,-103.5343,24.46,21.88
536,Nayoro,59,JP,1644773167,99,44.3506,142.4578,7.05,2.68
537,Kumul,100,CN,1644773167,49,42.8,93.45,27.99,6.76
538,Laramie,13,US,1644773004,58,41.3114,-105.5911,44.78,13.6
539,Turka,2,UA,1644773168,89,49.1541,23.0297,29.93,6.2
540,Glasgow,100,GB,1644773168,94,55.8652,-4.2576,42.51,3.44
541,Normandin,26,CA,1644773168,54,48.8333,-72.5321,-9.27,2.3
542,Moose Factory,0,CA,1644773169,50,51.2585,-80.6094,-0.4,12.66
543,Stepnyak,23,KZ,1644773169,99,52.8339,70.7803,-2.74,6.96
544,Brazzaville,75,CG,1644773169,83,-4.2658,15.2832,75.56,6.91
545,Gueugnon,70,FR,1644773170,60,46.6036,4.0629,51.75,12.19
546,Tiverton,75,GB,1644773170,95,50.9,-3.4833,52.41,14.97
547,Berlevåg,100,NO,1644773170,78,70.8578,29.0864,19.4,12.08
548,Shihezi,92,CN,1644773171,92,44.3,86.0333,12.24,3.44
549,Ranchi,0,IN,1644773171,62,23.35,85.3333,57.31,0.0
550,Turbat,49,PK,1644773172,62,26.0023,63.044,70.21,4.45
551,Beyneu,100,KZ,1644773172,75,45.3167,55.2,32.31,22.55
552,Barcelos,92,PT,1644773172,90,41.5388,-8.6151,57.34,12.48
553,Waipawa,100,NZ,1644773173,84,-41.4122,175.5153,54.23,11.74
554,San Julián,93,MX,1644773173,50,21.0167,-102.1667,57.49,10.04
555,Luganville,96,VU,1644773174,85,-15.5333,167.1667,78.57,4.92
556,Ilmenau,16,DE,1644773174,79,50.6833,10.9,41.29,9.86
