,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Temp,Wind Speed
358,Cooma,100,AU,1647207538,100,-36.2333,149.1333,51.57,5.75
359,Orange Cove,68,US,1647207538,36,36.6244,-119.3137,71.6,9.53
360,Kralendijk,40,BQ,1647207538,65,12.15,-68.2667,82.38,18.41
361,Pavlohrad,80,UA,1647207539,92,48.5167,35.8667,24.42,1.81
362,Graciano Sánchez,1,MX,1647207539,29,23.9167,-99.2833,70.75,11.7
363,Samfya,100,ZM,1647207539,94,-11.3649,29.5565,63.36,5.1
364,Soligalich,59,RU,1647207540,97,59.0778,42.2864,16.41,5.61
365,Nador,0,MA,1647207540,82,35.174,-2.9287,59.25,2.3
366,Saint-Joseph,75,RE,1647207540,87,-21.3667,55.6167,75.58,11.16
367,Petropavlovsk-Kamchatskiy,20,RU,1647207541,73,53.0452,158.6483,21.78,4.47
368,Synya,90,RU,1647207541,100,65.3718,58.0387,4.26,1.59
369,Kyabé,13,TD,1647207542,28,9.4515,18.9449,87.89,4.25
370,Hay River,20,CA,1647207542,50,60.8156,-115.7999,-2.22,10.36
371,Nur-Sultan,100,KZ,1647207542,86,51.1801,71.446,17.55,6.71
372,Colares,99,PT,1647207543,66,38.7992,-9.4469,57.76,13.0
373,Sisimiut,100,GL,1647207543,99,66.9395,-53.6735,-4.77,7.83
374,Tacuatí,51,PY,1647207544,71,-23.45,-56.5833,75.79,1.88
375,Karabük,46,TR,1647207544,91,41.2049,32.6277,22.24,1.07
376,Tagusao,48,PH,1647207544,81,9.1924,117.8141,79.02,2.89
377,San Ramon,0,US,1647207545,48,37.7799,-121.978,66.7,12.66
378,Ancud,51,CL,1647207545,68,-41.8697,-73.8203,62.22,5.73
379,Lesozavodsk,92,RU,1647207545,96,45.4794,133.4244,17.56,5.82
380,Nanortalik,100,GL,1647207546,70,60.1432,-45.2371,30.79,55.36
381,São Félix do Xingu,70,BR,1647207546,95,-6.6447,-51.995,74.71,2.73
382,Buenos Aires,0,AR,1647207480,57,-34.6132,-58.3772,75.09,6.91
383,Tucuruí,71,BR,1647207547,91,-3.7661,-49.6725,76.06,1.34
384,Ossora,3,RU,1647207547,79,59.2353,163.0719,10.18,4.25
385,Camacha,40,PT,1647207284,63,33.0833,-16.3333,58.42,23.02
386,Casper,0,US,1647207317,62,42.8666,-106.3131,43.81,24.16
387,Thompson,100,CA,1647207437,57,55.7435,-97.8558,15.96,19.57
388,Evensk,6,RU,1647207548,80,61.95,159.2333,9.68,7.34
389,Anūppur,0,IN,1647207548,16,23.1,81.6833,64.08,1.19
390,Port Hardy,100,CA,1647207548,76,50.6996,-127.4199,48.38,12.66
391,Mahabalipuram,79,IN,1647207549,71,12.6264,80.1722,80.06,2.06
392,Nentón,64,GT,1647207549,50,15.8,-91.75,77.05,5.68
393,Tubualá,56,PA,1647207550,79,9.5167,-79.0333,79.83,10.4
394,The Valley,20,AI,1647207550,69,18.217,-63.0578,80.74,17.27
395,Thunder Bay,100,CA,1647207292,61,48.4001,-89.3168,25.29,13.8
396,Norman Wells,0,CA,1647207551,59,65.282,-126.8329,-3.96,0.0
397,Dongobesh,95,TZ,1647207551,83,-4.0667,35.3833,58.37,0.92
398,Quaraí,7,BR,1647207551,62,-30.3875,-56.4514,68.54,5.79
399,Ugoofaaru,85,MV,1647207552,71,5.6667,73.0,82.26,2.91
400,Wolsztyn,0,PL,1647207552,65,52.1155,16.1171,41.92,10.92
401,Thanatpin,96,MM,1647207552,44,17.2119,96.3033,80.78,1.43
402,Rehoboth,99,NA,1647207553,69,-23.3167,17.0833,67.21,5.19
403,Ust-Tsilma,88,RU,1647207553,99,65.441,52.1498,6.13,4.27
404,Darhan,100,MN,1647207457,91,49.4867,105.9228,13.14,6.76
405,Poso,95,ID,1647207554,84,-1.3959,120.7524,76.19,1.39
406,Sakakah,0,SA,1647207554,38,29.9697,40.2064,54.97,4.59
407,Santa Maria,100,BR,1647207430,100,-29.6842,-53.8069,63.7,6.91
408,Geraldton,7,AU,1647207555,88,-28.7667,114.6,61.21,9.22
409,Luanda,100,AO,1647207555,75,-8.8368,13.2343,80.01,6.31
410,Hammerfest,0,NO,1647207556,75,70.6634,23.6821,39.65,5.75
411,Grand Gaube,66,MU,1647207556,84,-20.0064,57.6608,79.38,5.99
412,Kawalu,100,ID,1647207556,96,-7.3817,108.2082,73.31,2.33
413,Yatou,97,CN,1647207557,96,37.15,122.3833,41.79,10.47
414,Bintulu,20,MY,1647207557,100,3.1667,113.0333,77.41,2.3
415,Natal,40,BR,1647207557,83,-5.795,-35.2094,82.62,8.05
416,Beloha,100,MG,1647207558,80,-25.1667,45.05,73.44,9.08
417,Sandnessjøen,0,NO,1647207558,43,66.0217,12.6316,44.71,3.44
418,Faya,2,SA,1647207559,70,18.3851,42.4509,61.32,2.82
419,Lundazi,100,ZM,1647207559,98,-12.2929,33.1782,63.57,4.25
420,Khovd,25,MN,1647207559,48,48.0056,91.6419,32.0,13.49
421,Coahuayana Viejo,1,MX,1647207560,44,18.7333,-103.6833,85.32,7.36
422,Veriora,87,EE,1647207560,81,58.0079,27.3551,29.25,5.82
423,Anchorage,20,US,1647207310,53,61.2181,-149.9003,31.19,18.41
424,Sangar,100,RU,1647207561,98,63.9242,127.4739,-10.12,3.24
425,Batangafo,78,CF,1647207561,35,7.3008,18.2833,83.21,2.24
426,Lucea,9,JM,1647207561,72,18.451,-78.1736,82.85,12.35
427,San Rafael,13,AR,1647207562,31,-34.6177,-68.3301,78.01,5.61
428,San Andrés,20,CO,1647207562,66,12.5847,-81.7006,86.02,14.97
429,Yangi Marg`ilon,100,UZ,1647207562,87,40.4272,71.7189,52.52,6.91
430,Porto-Vecchio,100,FR,1647207361,100,41.591,9.2795,53.26,8.05
431,Klaksvík,100,FO,1647207563,93,62.2266,-6.589,43.72,25.03
432,Pimenta Bueno,100,BR,1647207563,94,-11.6725,-61.1936,76.64,1.52
433,Shymkent,40,KZ,1647207563,93,42.3,69.6,46.99,2.24
434,Chumikan,100,RU,1647207564,95,54.7183,135.315,9.46,4.32
435,Jutaí,100,BR,1647207564,84,-5.1833,-68.9,76.24,2.37
436,Fare,96,PF,1647207564,71,-16.7,-151.0167,81.72,8.32
437,Benjamin Constant,40,BR,1647207565,65,-4.3831,-70.0311,86.13,3.44
438,Barra,10,BR,1647207565,51,-11.0894,-43.1417,82.35,0.94
439,Cabedelo,97,BR,1647207565,76,-6.9811,-34.8339,83.07,12.12
440,Husavik,97,IS,1647207566,76,66.0449,-17.3389,25.54,12.64
441,Verkhnyaya Inta,34,RU,1647207566,91,65.9811,60.3094,-0.58,4.94
442,Palu,100,ID,1647207566,91,-0.8917,119.8707,75.69,2.24
443,Wanning,80,CN,1647207567,92,18.8003,110.3967,70.11,0.45
444,Takoradze,69,GH,1647207567,83,4.8845,-1.7554,77.99,11.18
445,Bloemfontein,79,ZA,1647207567,82,-29.1211,26.214,63.88,9.22
446,Shimoda,100,JP,1647207568,92,34.6667,138.95,59.11,18.88
447,Bella Union,1,UY,1647207568,62,-30.2752,-57.6007,66.9,6.38
448,Plouzané,75,FR,1647207456,90,48.3833,-4.6167,46.58,8.05
449,Hervey Bay,96,AU,1647207568,67,-25.2986,152.8535,73.56,15.28
450,Tromsø,0,NO,1647207569,80,69.6496,18.957,35.38,3.44
451,Kibre Mengist,65,ET,1647207569,53,5.8833,38.9833,60.1,2.98
452,Roblin,100,CA,1647207569,85,51.23,-101.3565,17.13,7.87
453,Gaoyou,36,CN,1647207570,94,32.7858,119.4278,56.46,4.61
454,Chicomuselo,94,MX,1647207570,40,15.7667,-92.2667,83.91,2.73
455,Lebedinyy,100,RU,1647207570,99,58.5167,125.5167,-2.92,3.65
456,Erzin,41,TR,1647207571,81,36.9559,36.2,33.48,2.91
457,Moa,0,CU,1647207571,72,20.6569,-74.9403,79.65,9.01
458,Artyshta,83,RU,1647207571,98,54.1222,86.2909,-8.16,3.6
459,Belle Glade,79,US,1647207572,58,26.6845,-80.6676,72.01,14.56
460,Arrondissement de Lannion,0,FR,1647207572,82,48.75,-3.4167,45.14,3.44
461,Challans,65,FR,1647207572,87,46.8436,-1.8749,46.96,8.77
462,Ogembo,99,KE,1647207573,72,-0.7984,34.7253,61.54,4.9
463,Alyangula,75,AU,1647207573,94,-13.8483,136.4192,80.47,3.44
464,Bonga,91,ET,1647207573,93,7.2833,36.2333,59.14,1.95
465,Sar-e Pul,99,AF,1647207574,70,35.8333,66.1667,53.2,9.37
466,Verkh-Suetka,82,RU,1647207574,88,53.3,80.05,0.66,10.2
467,Saldanha,100,ZA,1647207575,62,-33.0117,17.9442,57.25,20.67
468,Riyadh,0,SA,1647207357,31,24.6877,46.7219,66.34,8.01
469,Sohag,0,EG,1647207575,46,26.557,31.6948,54.12,13.42
470,Jumla,1,NP,1647207575,34,29.2747,82.1838,45.1,5.3
471,Suntar,100,RU,1647207576,98,62.1444,117.6319,-0.63,4.5
472,Muisne,34,EC,1647207576,76,0.6,-80.0333,80.56,6.22
473,Chokwé,0,MZ,1647207576,75,-24.5333,32.9833,75.16,7.07
474,Bherāmāra,75,BD,1647207577,27,24.0232,88.9925,72.68,6.02
475,Victoria Point,84,AU,1647207577,81,-27.5833,153.3,71.53,4.0
476,Lishui,12,CN,1647207577,91,28.4604,119.9103,64.24,1.59
477,Esso,63,RU,1647207577,95,55.9333,158.7,14.76,2.71
478,Acarí,85,PE,1647207578,64,-15.4311,-74.6158,78.71,8.77
479,São José da Coroa Grande,100,BR,1647207578,77,-8.8978,-35.1478,80.71,10.11
480,Forsytheganj,14,BY,1647207312,79,52.6333,29.7333,28.42,0.94
481,Tsaratanana,100,MG,1647207578,86,-16.7833,47.65,70.86,6.33
482,Belogorsk,62,RU,1647207579,100,50.9158,128.4611,-1.55,2.93
483,Ayan,48,RU,1647207579,86,56.45,138.1667,7.88,4.56
484,Singaraja,100,ID,1647207580,82,-8.112,115.0882,80.22,3.31
485,Walvis Bay,44,NA,1647207580,77,-22.9575,14.5053,65.35,8.05
486,Ferme-Neuve,100,CA,1647207580,89,46.7001,-75.4493,21.42,7.94
487,Agara,70,GE,1647207581,82,42.0376,43.8238,23.7,3.56
488,Ballina,83,AU,1647207581,94,-28.8667,153.5667,68.02,6.91
489,Chodavaram,99,IN,1647207581,48,17.8333,82.95,73.51,2.51
490,Puerto Maldonado,100,PE,1647207581,88,-12.6,-69.1833,73.8,9.22
491,Queimadas,50,BR,1647207582,63,-10.9783,-39.6264,80.24,10.74
492,Rocky Mountain House,100,CA,1647207582,51,52.3668,-114.9188,35.71,5.75
493,Lüderitz,0,NA,1647207582,70,-26.6481,15.1594,65.3,26.04
494,Ust-Kuyga,100,RU,1647207583,100,70.0167,135.6,-21.6,0.43
495,Misratah,9,LY,1647207583,76,32.3754,15.0925,58.55,15.59
496,Keffi,26,NG,1647207583,40,8.8486,7.8736,83.37,2.28
497,Tra Vinh,85,VN,1647207584,88,9.9347,106.3453,78.22,9.93
498,Churapcha,100,RU,1647207584,100,62.0025,132.4325,-15.66,2.44
499,Basco,100,PH,1647207584,89,20.4487,121.9702,74.62,17.45
500,Oranjemund,92,NA,1647207585,76,-28.55,16.4333,62.8,17.56
501,Havøysund,27,NO,1647207585,84,70.9963,24.6622,37.63,13.65
502,Vrútky,1,SK,1647207585,62,49.1133,18.9171,29.93,4.21
503,Henties Bay,85,NA,1647207586,85,-22.116,14.2845,64.38,7.07
504,Taltal,24,CL,1647207586,75,-25.4,-70.4833,68.47,6.31
505,Atambua,94,ID,1647207586,90,-9.1061,124.8925,74.14,3.51
506,Mīnāb,0,IR,1647207587,57,27.1467,57.0801,76.15,1.7
507,Kristinestad,34,FI,1647207587,92,62.2743,21.376,26.92,5.59
508,Khāsh,58,IR,1647207587,26,28.2211,61.2158,66.94,2.91
509,Balikpapan,20,ID,1647207588,100,-1.2675,116.8289,76.19,4.61
510,Kununurra,86,AU,1647207588,88,-15.7667,128.7333,73.38,4.61
511,Mount Gambier,100,AU,1647207589,94,-37.8333,140.7667,60.71,6.91
512,Diamantino,79,BR,1647207589,92,-14.4086,-56.4461,76.66,3.6
513,Los Llanos de Aridane,40,ES,1647207589,79,28.6585,-17.9182,62.35,7.0
514,San Quintín,0,MX,1647207590,59,30.4833,-115.95,63.88,19.24
515,Japura,97,ID,1647207590,99,-0.3167,102.35,73.49,2.04
516,Benguela,100,AO,1647207591,77,-12.5763,13.4055,78.75,6.6
517,Sept-Îles,40,CA,1647207362,51,50.2001,-66.3821,18.12,17.27
518,Svetlaya,69,RU,1647207591,83,46.5389,138.3297,26.91,6.62
519,Pinsk,3,BY,1647207592,79,52.1229,26.0951,28.9,3.11
520,Amuntai,90,ID,1647207592,99,-2.4177,115.2494,72.19,0.78
521,Kānkon,64,IN,1647207592,59,15.0167,74.0167,80.4,4.54
522,San Policarpo,99,PH,1647207592,85,12.1791,125.5072,79.92,7.83
523,Gweta,28,BW,1647207593,52,-20.1833,25.2333,78.06,8.88
524,College,20,US,1647207593,36,64.8569,-147.8028,13.46,8.05
525,Lagos,83,NG,1647207115,86,6.5833,3.75,77.32,1.83
526,Mosquera,100,CO,1647207520,82,4.7059,-74.2302,59.09,5.75
527,Nieuw Amsterdam,20,SR,1647207594,79,5.8833,-55.0833,80.62,9.22
528,Verāval,3,IN,1647207594,44,20.9,70.3667,78.48,10.67
529,Yangjiang,79,CN,1647207595,89,21.85,111.9667,68.5,1.5
530,Silago,83,PH,1647207595,89,10.5291,125.1618,78.91,4.21
531,Elko,96,US,1647207460,62,41.0002,-115.5012,44.22,21.0
532,Christchurch,75,NZ,1647207596,73,-43.5333,172.6333,65.41,10.36
533,Opuwo,100,NA,1647207596,89,-18.0607,13.84,64.69,5.95
534,Lukovetskiy,34,RU,1647207596,98,64.2956,41.9211,13.23,4.41
535,Barcelona,75,ES,1647207597,77,41.3888,2.159,55.8,12.66
536,Kabinda,96,CD,1647207597,96,-6.1333,24.4833,64.09,2.35
537,Saint Anthony,0,US,1647207597,54,45.0205,-93.218,43.75,16.11
538,Gikongoro,100,RW,1647207598,92,-2.464,29.5739,56.73,4.59
539,Lázaro Cárdenas,0,MX,1647207426,55,17.9583,-102.2,81.95,9.73
540,Amga,100,RU,1647207598,100,60.8953,131.9608,-6.34,0.83
541,Zwedru,94,LR,1647207598,92,6.0667,-8.1281,75.58,4.83
542,Coyhaique,40,CL,1647207557,55,-45.5752,-72.0662,59.61,8.05
543,Rødbyhavn,0,DK,1647207599,66,54.6544,11.352,42.15,18.66
544,Ust-Nera,100,RU,1647207599,98,64.5667,143.2,-1.79,2.84
545,Bilibino,96,RU,1647207362,92,68.0546,166.4372,-8.43,2.3
546,Valle Hermoso,100,MX,1647207600,59,25.6667,-97.8333,69.66,14.5
547,Itoman,20,JP,1647207600,96,26.1247,127.6694,66.97,3.44
548,Kisanga,99,TZ,1647207601,88,-7.4362,37.7034,73.29,1.81
549,Uyuni,0,BO,1647207601,25,-20.4597,-66.825,58.98,11.77
550,Dātāganj,0,IN,1647207602,39,28.0333,79.4,67.37,2.62
551,Bereda,73,ES,1647207603,97,43.2686,-7.5406,42.58,1.99
